ISO,Region,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source,Continent,Population,Estimate of firearms in civilian possession,Registered firearms,Unregistered firearms,Total law enforcement firearms,Total military firearms,Country,Subregion
DOM,Americas,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Intimate partner,Total,Total,2018,Counts,137,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Intimate partner,Male,Total,2018,Counts,53,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Intimate partner,Female,Total,2018,Counts,84,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Family member,Total,Total,2018,Counts,21,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Family member,Male,Total,2018,Counts,9,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Family member,Female,Total,2018,Counts,12,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member,Male,Total,2018,Counts,62,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member,Female,Total,2018,Counts,96,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by relationship to perpetrator,Other Perpetrator known to the victim,Total,Total,2018,Counts,119,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2018,Counts,108,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2018,Counts,11,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by relationship to perpetrator,Perpetrator unknown to the victim,Total,Total,2018,Counts,7,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,Counts,3,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2018,Counts,4,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,Counts,784,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Male,Total,2018,Counts,743,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Female,Total,2018,Counts,41,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by situational context,Organized criminal groups or gangs,Total,Total,2018,Counts,116,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by situational context,Organized criminal groups or gangs,Male,Total,2018,Counts,107,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by situational context,Organized criminal groups or gangs,Female,Total,2018,Counts,9,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by situational context,Other criminal activities,Total,Total,2018,Counts,207,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by situational context,Other criminal activities,Male,Total,2018,Counts,194,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by situational context,Other criminal activities,Female,Total,2018,Counts,13,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by situational context,Interpersonal homicide,Total,Total,2018,Counts,695,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by situational context,Interpersonal homicide,Male,Total,2018,Counts,568,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by situational context,Interpersonal homicide,Female,Total,2018,Counts,127,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by situational context,Socio-political homicide,Total,Total,2018,Counts,1,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by situational context,Socio-political homicide - terrorist offences,Total,Total,2018,Counts,0,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by situational context,Socio-political homicide - terrorist offences,Male,Total,2018,Counts,0,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by situational context,Socio-political homicide - terrorist offences,Female,Total,2018,Counts,0,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by situational context,Socio-political homicide,Male,Total,2018,Counts,1,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by situational context,Socio-political homicide,Female,Total,2018,Counts,0,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by situational context,Unknown types of homicide,Total,Total,2018,Counts,49,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by situational context,Unknown types of homicide,Male,Total,2018,Counts,46,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by situational context,Unknown types of homicide,Female,Total,2018,Counts,3,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2018,Counts,529,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,Counts,529,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by mechanisms,Another weapon,Total,Total,2018,Counts,475,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by mechanisms,Another weapon - sharp object,Total,Total,2018,Counts,382,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by mechanisms,Without a weapon/ other Mechanism,Total,Total,2018,Counts,64,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by mechanisms,Unspecified means,Total,Total,2018,Counts,0,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,Total,Total,Male,Unknown,2018,Counts,80,CTS,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,Total,Total,Female,Unknown,2018,Counts,4,CTS,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,Total,Total,Male,0-9,2018,Counts,9,CTS,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,Total,Total,Female,0-9,2018,Counts,7,CTS,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,Total,Total,Male,10 -14,2018,Counts,3,CTS,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,Total,Total,Female,10 -14,2018,Counts,5,CTS,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,Total,Total,Male,15 -17,2018,Counts,21,CTS,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,Total,Total,Female,15 -17,2018,Counts,10,CTS,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,Total,Total,Male,18-19,2018,Counts,34,CTS,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,Total,Total,Female,18-19,2018,Counts,5,CTS,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,Total,Total,Male,20-24,2018,Counts,128,CTS,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,Total,Total,Female,20-24,2018,Counts,23,CTS,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,Total,Total,Male,25-29,2018,Counts,139,CTS,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,Total,Total,Female,25-29,2018,Counts,22,CTS,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,Total,Total,Male,30-44,2018,Counts,286,CTS,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,Total,Total,Female,30-44,2018,Counts,51,CTS,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,Total,Total,Male,45-59,2018,Counts,151,CTS,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,Total,Total,Female,45-59,2018,Counts,12,CTS,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,Total,Total,Male,60 and older,2018,Counts,65,CTS,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,Total,Total,Female,60 and older,2018,Counts,13,CTS,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by citizenship,National citizens,Male,Total,2018,Counts,783,CTS,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by citizenship,National citizens,Female,Total,2018,Counts,131,CTS,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by citizenship,Foreign citizens,Male,Total,2018,Counts,133,CTS,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by citizenship,Foreign citizens,Female,Total,2018,Counts,21,CTS,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide – City-level data,by location,2nd largest city,Total,Total,2018,Counts,84,CTS,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide – City-level data,by location,3rd largest city,Total,Total,2018,Counts,100,CTS,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide – City-level data,by location,1st largest city,Total,Total,2018,Counts,88,CTS,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Death due to intentional homicide in prison,Total,Total,Total,Total,2018,Counts,0,NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,Total,Total,Total,Total,2018,"Rate per 100,000 population",9.90534873528498,NGO/SES/CTS/RIC,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,Total,Total,Male,Total,2018,"Rate per 100,000 population",17.0515409818244,OAS/CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,Total,Total,Female,Total,2018,"Rate per 100,000 population",2.80955730064389,OAS/CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member,Total,Total,2018,"Rate per 100,000 population",1.46539803387175,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Intimate partner,Total,Total,2018,"Rate per 100,000 population",1.27062994076221,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Intimate partner,Male,Total,2018,"Rate per 100,000 population",0.986606628861018,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Intimate partner,Female,Total,2018,"Rate per 100,000 population",1.55265008719794,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Family member,Total,Total,2018,"Rate per 100,000 population",0.194768093109536,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Family member,Male,Total,2018,"Rate per 100,000 population",0.167536974712248,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Family member,Female,Total,2018,"Rate per 100,000 population",0.221807155313991,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member,Male,Total,2018,"Rate per 100,000 population",1.15414360357327,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member,Female,Total,2018,"Rate per 100,000 population",1.77445724251193,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by relationship to perpetrator,Other Perpetrator known to the victim,Total,Total,2018,"Rate per 100,000 population",1.10368586095404,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2018,"Rate per 100,000 population",2.01044369654698,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2018,"Rate per 100,000 population",0.203323225704492,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by relationship to perpetrator,Perpetrator unknown to the victim,Total,Total,2018,"Rate per 100,000 population",0.0649226977031787,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,"Rate per 100,000 population",0.0558456582374161,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2018,"Rate per 100,000 population",0.0739357184379971,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,"Rate per 100,000 population",7.27134214275602,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Male,Total,2018,"Rate per 100,000 population",13.8311080234667,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Female,Total,2018,"Rate per 100,000 population",0.75784111398947,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by situational context,Organized criminal groups or gangs,Total,Total,2018,"Rate per 100,000 population",1.07586184765268,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by situational context,Organized criminal groups or gangs,Male,Total,2018,"Rate per 100,000 population",1.99182847713451,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by situational context,Organized criminal groups or gangs,Female,Total,2018,"Rate per 100,000 population",0.166355366485493,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by situational context,Other criminal activities,Total,Total,2018,"Rate per 100,000 population",1.919856917794,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by situational context,Other criminal activities,Male,Total,2018,"Rate per 100,000 population",3.61135256601957,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by situational context,Other criminal activities,Female,Total,2018,"Rate per 100,000 population",0.24029108492349,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by situational context,Interpersonal homicide,Total,Total,2018,"Rate per 100,000 population",6.4458964148156,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by situational context,Interpersonal homicide,Male,Total,2018,"Rate per 100,000 population",10.5734446262841,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by situational context,Interpersonal homicide,Female,Total,2018,"Rate per 100,000 population",2.34745906040641,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by situational context,Socio-political homicide,Total,Total,2018,"Rate per 100,000 population",0.0092746711004541,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by situational context,Socio-political homicide - terrorist offences,Total,Total,2018,"Rate per 100,000 population",0,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by situational context,Socio-political homicide - terrorist offences,Male,Total,2018,"Rate per 100,000 population",0,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by situational context,Socio-political homicide - terrorist offences,Female,Total,2018,"Rate per 100,000 population",0,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by situational context,Socio-political homicide,Male,Total,2018,"Rate per 100,000 population",0.018615219412472,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by situational context,Socio-political homicide,Female,Total,2018,"Rate per 100,000 population",0,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by situational context,Unknown types of homicide,Total,Total,2018,"Rate per 100,000 population",0.454458883922251,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by situational context,Unknown types of homicide,Male,Total,2018,"Rate per 100,000 population",0.856300092973713,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by situational context,Unknown types of homicide,Female,Total,2018,"Rate per 100,000 population",0.0554517888284978,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2018,"Rate per 100,000 population",4.90630101214022,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,"Rate per 100,000 population",4.90630101214022,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by mechanisms,Another weapon,Total,Total,2018,"Rate per 100,000 population",4.4054687727157,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by mechanisms,Another weapon - sharp object,Total,Total,2018,"Rate per 100,000 population",3.54292436037347,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by mechanisms,Without a weapon/ other Mechanism,Total,Total,2018,"Rate per 100,000 population",0.593578950429063,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,by mechanisms,Unspecified means,Total,Total,2018,"Rate per 100,000 population",0,CTS/NGO,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,Total,Total,Male,0-9,2018,"Rate per 100,000 population",0.857048989872538,CTS,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,Total,Total,Female,0-9,2018,"Rate per 100,000 population",0.693403994502297,CTS,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,Total,Total,Male,18-19,2018,"Rate per 100,000 population",17.0068027210884,CTS,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,Total,Total,Female,18-19,2018,"Rate per 100,000 population",2.59270206223522,CTS,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,Total,Total,Male,20-24,2018,"Rate per 100,000 population",26.1900888928447,CTS,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,Total,Total,Female,20-24,2018,"Rate per 100,000 population",4.85500936700177,CTS,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,Total,Total,Male,25-29,2018,"Rate per 100,000 population",30.1514186893243,CTS,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,Total,Total,Female,25-29,2018,"Rate per 100,000 population",4.86452841160986,CTS,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
DOM,Americas,Victims of intentional homicide,Total,Total,Male,30-44,2018,"Rate per 100,000 population",25.8291752274729,CTS,Americas,10767000.0,795000,333426.0,461574.0,,106495.0,Dominican Republic,Latin America and the Caribbean
